Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
0,0.0,0.35000000000000003,0.0,0.0,0.5647058823529412,0.015411575213749286,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.5308823529411765,0.015411575213749286,0.3333333333333333,1.0
0,1.0,0.2625,0.0,0.16666666666666666,0.6132352941176471,0.15085515328815924,0.6879432624113475,1.0
0,1.0,0.41250000000000003,0.0,0.0,0.7426470588235294,0.016891873428256675,0.3333333333333333,1.0
0,1.0,0.4625,0.25,0.0,0.3602941176470588,0.015468569817999833,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.5205882352941177,0.015411575213749286,0.3333333333333333,1.0
1,0.0,0.2625,0.0,0.0,0.43529411764705883,0.014931805565640218,0.3333333333333333,1.0
1,1.0,0.35000000000000003,0.0,0.0,0.3735294117647059,0.015175789316712771,0.3333333333333333,1.0
0,1.0,0.47500000000000003,0.0,0.0,0.5705882352941176,0.015411575213749286,0.3333333333333333,1.0
1,0.0,0.35000000000000003,0.125,0.0,0.6897058823529412,0.04713766070721715,0.3333333333333333,0.5
0,1.0,0.5875,0.0,0.0,0.0029411764705882353,0.10149724044618187,0.36879432624113473,1.0
0,0.0,0.17500000000000002,0.125,0.0,0.2838235294117647,0.028212719478023115,0.3333333333333333,0.0
0,1.0,0.275,0.0,0.0,0.40294117647058825,0.015712553569072387,0.3333333333333333,1.0
0,0.0,0.25,0.125,0.0,0.7220588235294118,0.019177122834302632,0.3333333333333333,1.0
0,0.0,0.21250000000000002,0.0,0.0,0.2588235294117647,0.028220722145058292,0.3333333333333333,0.0
0,1.0,0.2625,0.0,0.0,0.9794117647058823,0.015468569817999833,0.3333333333333333,1.0
0,1.0,0.875,0.0,0.0,0.6764705882352942,0.015126992566498259,0.3333333333333333,0.5
0,1.0,0.36250000000000004,0.125,0.0,0.07794117647058824,0.04098927018018883,0.3333333333333333,1.0
0,1.0,0.30000000000000004,0.0,0.16666666666666666,0.8602941176470588,0.4831284260198326,0.2553191489361702,0.0
0,0.0,0.025,0.5,0.3333333333333333,0.48970588235294116,0.06104473451835265,0.3333333333333333,1.0
0,1.0,0.2625,0.25,0.0,0.913235294117647,0.1434624456306609,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.7941176470588235,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.4,0.125,0.0,0.19411764705882353,0.058694292654020104,0.3333333333333333,0.0
1,0.0,0.4,0.0,0.0,0.3220588235294118,0.025374310111545468,0.8156028368794326,1.0
0,1.0,0.675,0.0,0.16666666666666666,0.6132352941176471,0.15085515328815924,0.6879432624113475,1.0
1,1.0,0.15000000000000002,0.125,0.0,0.27352941176470585,0.021942337075458514,0.3333333333333333,0.0
0,1.0,0.35000000000000003,0.0,0.0,0.6808823529411765,0.015126992566498259,0.3333333333333333,0.5
1,1.0,0.30000000000000004,0.0,0.0,0.7955882352941176,0.01393967004027879,0.3333333333333333,1.0
1,0.0,0.35000000000000003,0.125,0.16666666666666666,0.28823529411764703,0.04364049521284362,0.3333333333333333,0.0
0,1.0,0.5625,0.0,0.0,0.4676470588235294,0.013614293309848433,0.3333333333333333,1.0
0,1.0,0.41250000000000003,0.0,0.0,0.5588235294117647,0.015411575213749286,0.3333333333333333,0.0
0,1.0,0.25,0.0,0.0,0.9411764705882353,0.013760683560491965,0.3333333333333333,1.0
0,0.0,0.5875,0.125,0.0,0.7897058823529411,0.028302115124416098,0.3333333333333333,1.0
1,0.0,0.36250000000000004,0.125,0.0,0.16323529411764706,0.050748620223090936,0.3333333333333333,1.0
0,1.0,0.3125,0.0,0.0,0.8117647058823529,0.025374310111545468,0.3333333333333333,1.0
0,1.0,0.28750000000000003,0.0,0.0,0.9264705882352942,0.02936744577509929,0.3333333333333333,0.0
1,0.0,0.23750000000000002,0.0,0.3333333333333333,0.08088235294117647,0.051301584996521765,0.75177304964539,1.0
0,1.0,0.4625,0.125,0.0,0.07205882352941176,0.10364429745562033,0.3900709219858156,1.0
0,1.0,0.2,0.0,0.0,0.7411764705882353,0.01798980030808316,0.3333333333333333,1.0
0,1.0,0.30000000000000004,0.0,0.0,0.8705882352941177,0.15458810467956932,0.3191489361702128,0.0
0,0.0,0.35000000000000003,0.0,0.3333333333333333,0.2985294117647059,0.029757819776815374,0.3333333333333333,0.0
1,0.0,0.275,0.0,0.0,0.48823529411764705,0.015126992566498259,0.3333333333333333,1.0
1,0.0,0.30000000000000004,0.125,0.0,0.9823529411764705,0.030937139635999665,0.3333333333333333,1.0
0,1.0,0.23750000000000002,0.0,0.0,0.6441176470588236,0.013175122557917838,0.3333333333333333,0.5
0,1.0,0.225,0.0,0.0,0.17352941176470588,0.022446505098674838,0.3333333333333333,1.0
0,1.0,0.23750000000000002,0.125,0.16666666666666666,0.8205882352941176,0.07173122281533045,0.3333333333333333,1.0
1,1.0,0.3375,0.0,0.0,0.5955882352941176,0.015216388212891242,0.3333333333333333,1.0
0,0.0,0.1125,0.25,0.3333333333333333,0.9941176470588236,0.06709553154495196,0.3333333333333333,1.0
0,1.0,0.45,0.0,0.3333333333333333,0.1661764705882353,0.050748620223090936,0.9716312056737588,1.0
0,1.0,0.525,0.0,0.0,0.2161764705882353,0.025374310111545468,0.3333333333333333,1.0
0,1.0,0.6375000000000001,0.0,0.0,0.9147058823529411,0.02444717185746977,0.3333333333333333,1.0
1,0.0,0.275,0.125,0.0,0.052941176470588235,0.12999454257145598,0.4326241134751773,1.0
0,1.0,0.6875,0.0,0.0,0.7588235294117647,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.5,0.0,0.3333333333333333,0.7911764705882353,0.028302115124416098,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.8426470588235294,0.014273049437744325,0.3333333333333333,1.0
0,1.0,0.6375000000000001,0.0,0.16666666666666666,0.875,0.11980421963065935,0.3333333333333333,0.0
1,0.0,0.2,0.0,0.0,0.6147058823529412,0.015094396337354966,0.3333333333333333,0.5
0,1.0,0.375,0.0,0.0,0.961764705882353,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.37941176470588234,0.016908073949327893,0.3333333333333333,1.0
0,1.0,0.35000000000000003,1.0,0.3333333333333333,0.8352941176470589,0.13575255909676825,0.3333333333333333,1.0
0,1.0,0.55,0.0,0.16666666666666666,0.6911764705882353,0.031425107138144774,0.3333333333333333,1.0
1,0.0,0.5,0.0,0.0,0.8220588235294117,0.030741952635141623,0.3333333333333333,1.0
0,1.0,0.325,0.0,0.0,0.475,0.015175789316712771,0.3333333333333333,1.0
0,1.0,0.21250000000000002,0.0,0.0,0.3897058823529412,0.016908073949327893,0.3333333333333333,1.0
0,1.0,0.0125,0.5,0.16666666666666666,0.36617647058823527,0.07746484096553544,0.3333333333333333,1.0
1,1.0,0.1125,0.0,0.3333333333333333,0.6220588235294118,0.04006213192611313,0.3333333333333333,1.0
1,0.0,0.35000000000000003,0.0,0.16666666666666666,0.041176470588235294,0.10735285047192313,0.8652482269503546,1.0
0,0.0,0.5625,0.125,0.6666666666666666,0.49558823529411766,0.05445717323939373,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.8470588235294118,0.050602229972447406,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.11764705882352941,0.11027245763075773,0.3333333333333333,1.0
0,1.0,0.7625000000000001,0.0,0.0,0.007352941176470588,0.06538764528744409,0.1276595744680851,1.0
0,1.0,0.05,0.5,0.16666666666666666,0.7058823529411764,0.05684821399990475,0.3333333333333333,0.5
1,0.0,0.0125,0.125,0.16666666666666666,0.5058823529411764,0.021730754366528396,0.3333333333333333,1.0
0,1.0,0.2625,0.0,0.0,0.9691176470588235,0.015468569817999833,0.3333333333333333,1.0
0,1.0,0.7000000000000001,0.0,0.0,0.1323529411764706,0.05991421140938287,0.09929078014184398,0.0
0,1.0,0.225,0.125,0.16666666666666666,0.6058823529411764,0.015330377421392339,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.375,0.16666666666666666,0.7176470588235294,0.049707687947515,0.3333333333333333,1.0
0,0.0,0.625,0.0,0.0,0.8720588235294118,0.05604306762136532,0.48936170212765956,0.0
0,1.0,0.375,0.0,0.0,0.2485294117647059,0.025374310111545468,0.3333333333333333,1.0
0,1.0,0.45,0.0,0.0,0.8441176470588235,0.0,0.3333333333333333,1.0
0,0.0,0.35000000000000003,1.0,0.3333333333333333,0.8352941176470589,0.13575255909676825,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.9249999999999999,0.02937564362913533,0.3333333333333333,0.0
0,1.0,0.1125,0.5,0.3333333333333333,0.4838235294117647,0.06126431989431795,0.3333333333333333,1.0
1,1.0,0.0125,0.25,0.16666666666666666,0.1676470588235294,0.07612293033463641,0.9929078014184397,1.0
1,0.0,0.05,0.0,0.3333333333333333,0.39852941176470585,0.04298993693898376,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.05,0.09759350042902103,0.06382978723404255,1.0
1,0.0,0.35000000000000003,0.125,0.0,0.675,0.030253985132996517,0.3333333333333333,0.5
1,1.0,0.5625,0.0,0.0,0.016176470588235292,0.051822148727810165,0.3333333333333333,1.0
0,1.0,0.5,0.125,0.16666666666666666,0.6397058823529411,0.030253985132996517,0.3333333333333333,0.5
0,1.0,0.45,0.0,0.0,0.5676470588235294,0.015411575213749286,0.3333333333333333,1.0
1,0.0,0.4,0.0,0.0,0.17941176470588235,0.025374310111545468,0.3333333333333333,1.0
0,1.0,0.23750000000000002,0.0,0.0,0.3338235294117647,0.025374310111545468,0.3333333333333333,1.0
1,0.0,0.23750000000000002,0.125,0.0,0.5970588235294118,0.015330377421392339,0.3333333333333333,1.0
1,1.0,0.037500000000000006,0.125,0.16666666666666666,0.1661764705882353,0.050748620223090936,0.9716312056737588,1.0
1,0.0,0.55,0.0,0.0,0.888235294117647,0.05410739813385612,0.19858156028368795,0.0
1,0.0,0.7250000000000001,0.0,0.0,0.8617647058823529,0.2859895551532101,0.3049645390070922,0.0
0,1.0,0.35000000000000003,0.0,0.0,0.6647058823529411,0.015126992566498259,0.3333333333333333,0.5
0,1.0,0.525,0.0,0.16666666666666666,0.7264705882352941,0.01640390592611157,0.3333333333333333,1.0
1,0.0,0.35000000000000003,0.0,0.0,0.6779411764705883,0.015126992566498259,0.3333333333333333,0.5
0,0.0,0.30000000000000004,0.0,0.0,0.23529411764705882,0.025374310111545468,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.45,0.018542765081513996,0.3333333333333333,1.0
0,1.0,0.35000000000000003,1.0,0.3333333333333333,0.8352941176470589,0.13575255909676825,0.3333333333333333,1.0
0,1.0,0.42500000000000004,0.0,0.0,0.3558823529411765,0.012678957201736696,0.3333333333333333,1.0
0,1.0,0.5625,0.0,0.0,0.26029411764705884,0.014102260811993537,0.3333333333333333,0.0
1,1.0,0.225,0.0,0.0,0.7794117647058824,0.015712553569072387,0.3333333333333333,1.0
0,0.0,0.025,0.0,0.16666666666666666,0.4647058823529412,0.02042143996477265,1.0,1.0
0,1.0,0.4,0.125,0.0,0.36323529411764705,0.030937139635999665,0.3333333333333333,1.0
1,1.0,0.325,0.0,0.0,0.3176470588235294,0.036670757786204655,0.3333333333333333,0.0
1,0.0,0.2,0.0,0.0,0.6544117647058824,0.015126992566498259,0.3333333333333333,0.5
1,1.0,0.5,0.0,0.0,0.025,0.060507970265993034,0.05673758865248227,0.0
0,1.0,0.30000000000000004,0.0,0.0,0.9441176470588235,0.013760683560491965,0.3333333333333333,1.0
1,0.0,0.4375,0.0,0.0,0.8382352941176471,0.04098927018018883,0.3333333333333333,1.0
0,1.0,0.275,0.0,0.0,0.7735294117647059,0.014151057562208049,0.3333333333333333,1.0
0,1.0,0.375,0.0,0.0,0.23970588235294119,0.025374310111545468,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.125,0.0,0.6514705882352941,0.015126992566498259,0.3333333333333333,0.5
1,0.0,0.3875,0.125,0.0,0.611764705882353,0.22109807522194713,0.7234042553191489,0.0
1,0.0,0.3375,0.0,0.0,0.9852941176470588,0.015468569817999833,0.3333333333333333,1.0
0,1.0,0.525,0.125,0.0,0.2088235294117647,0.05270049023167135,0.3333333333333333,1.0
1,0.0,0.4,0.0,0.0,0.09264705882352942,0.14891148113361488,0.652482269503546,0.0
0,1.0,0.375,0.0,0.0,0.9985294117647059,0.020494635090094415,0.3333333333333333,1.0
1,1.0,0.2,0.0,0.0,0.9602941176470589,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.3375,0.0,0.0,0.15441176470588236,0.025374310111545468,0.3333333333333333,1.0
0,1.0,0.6375000000000001,0.0,0.0,0.15,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.5514705882352942,0.015411575213749286,0.3333333333333333,1.0
1,1.0,0.47500000000000003,0.125,0.0,0.13676470588235293,0.17566830077223786,0.6170212765957447,1.0
0,1.0,0.275,0.0,0.0,0.9044117647058824,0.018249984580226933,0.3333333333333333,1.0
1,1.0,0.23750000000000002,0.0,0.0,0.9882352941176471,0.020494635090094415,0.3333333333333333,1.0
0,1.0,0.25,0.0,0.0,0.7720588235294118,0.014151057562208049,0.3333333333333333,1.0
0,1.0,0.225,0.0,0.0,0.1838235294117647,0.025374310111545468,0.3333333333333333,1.0
0,0.0,0.35000000000000003,0.375,0.16666666666666666,0.7176470588235294,0.049707687947515,0.3333333333333333,1.0
1,0.0,0.4375,0.125,0.0,0.6720588235294117,0.16293234896625058,0.5673758865248226,1.0
0,1.0,0.36250000000000004,0.0,0.0,0.47352941176470587,0.015175789316712771,0.3333333333333333,1.0
0,1.0,0.7375,0.0,0.0,0.18823529411764706,0.026350245115835676,0.3333333333333333,1.0
1,0.0,0.0625,0.5,0.3333333333333333,0.4838235294117647,0.06126431989431795,0.3333333333333333,1.0
0,1.0,0.30000000000000004,0.0,0.0,0.8147058823529412,0.020494635090094415,0.3333333333333333,1.0
0,0.0,0.35000000000000003,0.0,0.0,0.9955882352941177,0.014736618564782174,0.3333333333333333,1.0
0,1.0,0.55,0.125,0.0,0.2911764705882353,0.050748620223090936,0.3333333333333333,1.0
1,0.0,0.1,0.0,0.3333333333333333,0.8176470588235294,0.05123658772523604,0.3333333333333333,1.0
0,1.0,0.23750000000000002,0.0,0.0,0.3397058823529412,0.020494635090094415,0.3333333333333333,1.0
0,1.0,0.41250000000000003,0.0,0.0,0.9352941176470588,0.023959204355324663,0.3333333333333333,1.0
0,0.0,0.35000000000000003,0.125,0.0,0.2838235294117647,0.028212719478023115,0.3333333333333333,0.0
1,0.0,0.35000000000000003,0.125,0.0,0.6529411764705882,0.030253985132996517,0.3333333333333333,0.5
0,1.0,0.36250000000000004,0.0,0.0,0.9911764705882353,0.020494635090094415,0.3333333333333333,1.0
0,1.0,0.275,0.0,0.0,0.9676470588235294,0.013907073811135496,0.3333333333333333,1.0
0,1.0,0.375,0.0,0.0,0.31323529411764706,0.014102260811993537,0.3333333333333333,0.0
0,1.0,0.55,0.25,0.0,0.13529411764705881,0.17566830077223786,0.5531914893617021,0.5
0,0.0,0.3125,0.0,0.0,0.4779411764705882,0.015175789316712771,0.3333333333333333,1.0
1,0.0,0.30000000000000004,0.0,0.3333333333333333,0.24411764705882352,0.028302115124416098,0.3333333333333333,1.0
1,1.0,0.4625,0.125,0.16666666666666666,0.07941176470588235,0.10257896680493714,0.7163120567375887,1.0
0,1.0,0.675,0.125,0.0,0.21176470588235294,0.050748620223090936,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.6205882352941177,0.014151057562208049,0.3333333333333333,1.0
0,0.0,0.36250000000000004,0.125,0.16666666666666666,0.4647058823529412,0.02042143996477265,1.0,1.0
0,1.0,0.775,0.0,0.0,0.045588235294117645,0.051822148727810165,0.5886524822695035,1.0
0,1.0,0.375,0.125,0.0,0.788235294117647,0.031425107138144774,0.3333333333333333,1.0
0,0.0,0.5125000000000001,0.0,0.3333333333333333,0.6735294117647058,0.039452172548431745,0.3333333333333333,1.0
1,0.0,0.36250000000000004,0.0,0.3333333333333333,0.27205882352941174,0.029757819776815374,0.3333333333333333,0.0
1,0.0,0.35000000000000003,0.0,0.0,0.8661764705882353,0.15458810467956932,0.3333333333333333,0.0
1,0.0,0.375,0.0,0.0,0.0,0.16883675574220638,0.2836879432624113,1.0
1,0.0,0.4375,0.0,0.0,0.8941176470588235,1.0,0.3333333333333333,0.0
1,0.0,0.625,0.0,0.16666666666666666,0.16911764705882354,0.050748620223090936,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.7088235294117647,0.015126992566498259,0.3333333333333333,0.5
1,1.0,0.037500000000000006,0.5,0.3333333333333333,0.4838235294117647,0.06126431989431795,0.3333333333333333,1.0
0,1.0,0.65,0.125,0.16666666666666666,0.0014705882352941176,0.1554664461834305,0.9432624113475178,1.0
0,1.0,0.5,0.0,0.0,0.023529411764705882,0.0,0.326241134751773,1.0
0,0.0,0.35000000000000003,0.0,0.0,0.7029411764705882,0.015126992566498259,0.3333333333333333,0.5
